accuracy,dice_coefficient,loss,mean_iou,val_accuracy,val_dice_coefficient,val_loss,val_mean_iou
0.6138803362846375,0.3677019476890564,0.9064943790435791,0.28349223732948303,0.7040748596191406,0.2751483619213104,0.7699381113052368,0.23469161987304688
0.612220048904419,0.3292293846607208,0.9539457559585571,0.2607855498790741,0.7043749690055847,0.2752147614955902,0.8271794319152832,0.23479165136814117
0.647837221622467,0.42363759875297546,0.8507983684539795,0.32306423783302307,0.7037734985351562,0.2750838100910187,0.7300985455513,0.23459117114543915
0.6681458353996277,0.5019844174385071,0.7521365880966187,0.38601645827293396,0.7041441798210144,0.27623268961906433,0.687744140625,0.23531140387058258
0.700056791305542,0.6182907819747925,0.7007538676261902,0.46793267130851746,0.7382968664169312,0.4461488723754883,0.6392074823379517,0.35588452219963074
0.715550422668457,0.6327610015869141,0.6828731298446655,0.4835042953491211,0.7577788233757019,0.4657030999660492,0.6190934777259827,0.37602734565734863
0.732843816280365,0.6559826731681824,0.6505952477455139,0.5043838024139404,0.7605847716331482,0.4622666835784912,0.6010786890983582,0.37309685349464417
0.7426095604896545,0.6664116382598877,0.6327522993087769,0.5152697563171387,0.7638812065124512,0.4586663246154785,0.5901394486427307,0.3695710003376007
0.7474590539932251,0.6698811054229736,0.6155126690864563,0.52028888463974,0.7733580470085144,0.4701431691646576,0.5641542673110962,0.3827216625213623
0.756523072719574,0.6806479096412659,0.5955000519752502,0.5315136313438416,0.7828747034072876,0.4870802164077759,0.5479058027267456,0.4010707139968872
0.7637341022491455,0.6907749176025391,0.5755837559700012,0.5430349707603455,0.7911654114723206,0.49689438939094543,0.5222411751747131,0.4117027223110199
0.7682232856750488,0.6942600011825562,0.5619423389434814,0.5474011898040771,0.7937889099121094,0.4978370666503906,0.508522629737854,0.4138645827770233
0.7712109088897705,0.6973957419395447,0.5538733005523682,0.551326334476471,0.7894100546836853,0.491624116897583,0.525421679019928,0.4067049026489258
0.7762562036514282,0.703060507774353,0.5410202741622925,0.5577915906906128,0.7969192862510681,0.504429817199707,0.4988873600959778,0.42132568359375
0.7803176641464233,0.7080591917037964,0.5282553434371948,0.5631977915763855,0.8052904009819031,0.5160098671913147,0.48313605785369873,0.4350191056728363
0.7823314070701599,0.7079343199729919,0.5235954523086548,0.5639937520027161,0.8032512068748474,0.5133486390113831,0.4749014377593994,0.4324890375137329
0.7840173840522766,0.7132832407951355,0.5190092921257019,0.5695801377296448,0.8061347603797913,0.5122391581535339,0.4772436320781708,0.4300195872783661
0.7885910272598267,0.7165051102638245,0.5086265206336975,0.573505699634552,0.8102208971977234,0.5177411437034607,0.4632592499256134,0.43691638112068176
0.7891569137573242,0.7174030542373657,0.5044928193092346,0.5744348764419556,0.8070728182792664,0.5137401223182678,0.4672216475009918,0.43245363235473633
0.7908128499984741,0.7154296040534973,0.4988550841808319,0.5733038783073425,0.8096175789833069,0.5239073634147644,0.45805567502975464,0.4394533634185791
0.7925703525543213,0.7203376293182373,0.49345970153808594,0.5787174701690674,0.8095056414604187,0.5169082283973694,0.46580296754837036,0.4352704584598541
0.7938365340232849,0.7208119034767151,0.4913244843482971,0.5794165730476379,0.8054163455963135,0.5202459692955017,0.48914188146591187,0.43184590339660645
0.7944650650024414,0.7220908403396606,0.4856634736061096,0.5807196497917175,0.8140479326248169,0.5502604246139526,0.4361576437950134,0.4581838846206665
0.7958208918571472,0.7237058877944946,0.4787219762802124,0.5832550525665283,0.8140538930892944,0.5297433137893677,0.44638392329216003,0.44668546319007874
0.7956666946411133,0.7207922339439392,0.47878605127334595,0.5804383158683777,0.8105428814888,0.5304043889045715,0.4517233967781067,0.4430931806564331
0.795221745967865,0.7221675515174866,0.47799965739250183,0.5816812515258789,0.8154159784317017,0.530205249786377,0.43499213457107544,0.4496685266494751
0.8000341653823853,0.7299311757087708,0.4660007357597351,0.5904622077941895,0.8149594664573669,0.6004514098167419,0.4294164776802063,0.4862673282623291
0.8020172119140625,0.7310701608657837,0.4590374827384949,0.5923653244972229,0.818840503692627,0.6098226308822632,0.42794162034988403,0.4934593141078949
0.8042380213737488,0.7351821064949036,0.4549655616283417,0.5980555415153503,0.8158696293830872,0.6167742609977722,0.4614700973033905,0.49047335982322693
0.8032999634742737,0.7336257100105286,0.45286718010902405,0.5974287986755371,0.8273866176605225,0.651162326335907,0.41414108872413635,0.5258134007453918
0.805868923664093,0.7386409044265747,0.45319345593452454,0.6029163002967834,0.8278581500053406,0.6700156331062317,0.41001859307289124,0.5409944653511047
0.8077638745307922,0.7398338913917542,0.44709905982017517,0.6046335101127625,0.83855140209198,0.6735460162162781,0.3992612957954407,0.5469332337379456
0.8143699765205383,0.7511958479881287,0.44103115797042847,0.6175158619880676,0.8368920087814331,0.66347736120224,0.4010418951511383,0.5385735630989075
0.8172246813774109,0.7555403113365173,0.43536457419395447,0.6226572394371033,0.8401309847831726,0.6574370265007019,0.4003539979457855,0.5351932644844055
0.8184784054756165,0.7564119696617126,0.4335044324398041,0.6242212057113647,0.8430413007736206,0.6836907863616943,0.3932439088821411,0.5585143566131592
0.8228053450584412,0.7645702362060547,0.42756834626197815,0.6332321166992188,0.8419732451438904,0.6829614639282227,0.39118048548698425,0.5562185645103455
0.8263888955116272,0.7707100510597229,0.4206801950931549,0.6407460570335388,0.8520222306251526,0.7280206680297852,0.36812400817871094,0.6006527543067932
0.8253556489944458,0.7694653868675232,0.4236191511154175,0.6391283869743347,0.846160888671875,0.7044816017150879,0.3849724531173706,0.5748472809791565
0.8323163986206055,0.7805690765380859,0.40847650170326233,0.6527683138847351,0.8520101308822632,0.7036921381950378,0.3741125166416168,0.5761122703552246
0.8279501795768738,0.7718508243560791,0.4144378900527954,0.6426249146461487,0.848406970500946,0.7115931510925293,0.3799112141132355,0.582830011844635
0.8313531279563904,0.7778162360191345,0.40739643573760986,0.6500303745269775,0.8560869097709656,0.7244183421134949,0.36595407128334045,0.5941442251205444
0.8353800773620605,0.7846660017967224,0.4022296071052551,0.6579757332801819,0.8562225699424744,0.7124177813529968,0.36872246861457825,0.5873748660087585
0.8372591733932495,0.788118302822113,0.3997820317745209,0.6617485880851746,0.8494768738746643,0.697523295879364,0.37418991327285767,0.5709136128425598
0.8365374803543091,0.7879051566123962,0.4015919268131256,0.6613419055938721,0.8551504611968994,0.7169389128684998,0.36890366673469543,0.5920096039772034
0.8446760773658752,0.799083948135376,0.3862399458885193,0.6760665774345398,0.8585861921310425,0.7266963124275208,0.3598521649837494,0.5979581475257874
0.8453026413917542,0.7992340922355652,0.38235750794410706,0.6765115261077881,0.8604427576065063,0.737937867641449,0.3520790934562683,0.6090803146362305
0.8480270504951477,0.8051772713661194,0.379172682762146,0.6835244297981262,0.8657152652740479,0.7519491314888,0.34602949023246765,0.6259259581565857
0.8500966429710388,0.8070894479751587,0.37377870082855225,0.6867873072624207,0.8668591976165771,0.7598133087158203,0.33731892704963684,0.6337220072746277
0.8515684604644775,0.8096334934234619,0.37033310532569885,0.6896901726722717,0.8705407977104187,0.7669735550880432,0.33566445112228394,0.6408238410949707
0.8511514067649841,0.8090716004371643,0.3717992603778839,0.6889545321464539,0.865537166595459,0.7478837966918945,0.34311190247535706,0.6215965747833252
0.8540404438972473,0.8141645789146423,0.3655678927898407,0.6956408619880676,0.875008761882782,0.7841472029685974,0.3206535279750824,0.6612417101860046
0.8562852144241333,0.8166906833648682,0.36040160059928894,0.6997255682945251,0.8720270991325378,0.777812659740448,0.3353002071380615,0.6530236005783081
0.8591370582580566,0.8213220834732056,0.354366272687912,0.7050867676734924,0.8753635287284851,0.7847461700439453,0.3327507972717285,0.6620171070098877
0.8586226105690002,0.8205741047859192,0.3561774492263794,0.7044145464897156,0.8717103004455566,0.7659857273101807,0.33824971318244934,0.642744243144989
0.8583927154541016,0.8204889297485352,0.35475513339042664,0.7040200233459473,0.8734317421913147,0.7823007702827454,0.3303444981575012,0.6591950058937073
0.8626254796981812,0.8262541890144348,0.3459271490573883,0.7118856906890869,0.8707270622253418,0.7699084281921387,0.3416077494621277,0.6468902230262756
0.8608218431472778,0.8238868713378906,0.34781378507614136,0.7087411284446716,0.8739675283432007,0.774610698223114,0.337370902299881,0.6494414210319519
0.8622354865074158,0.826466977596283,0.3462829291820526,0.7123818397521973,0.8688144087791443,0.7611190676689148,0.34092724323272705,0.634117603302002
0.8639792203903198,0.8280858993530273,0.34218165278434753,0.7141831517219543,0.8728792071342468,0.7775087952613831,0.33247190713882446,0.6510417461395264
0.8656606078147888,0.8316530585289001,0.3400067687034607,0.7194250226020813,0.8776323795318604,0.7914121747016907,0.32325631380081177,0.668595016002655
0.8644928932189941,0.8275461792945862,0.3422979414463043,0.7149268984794617,0.87314772605896,0.7669950127601624,0.35459911823272705,0.6444754600524902
0.8695560097694397,0.8365433812141418,0.3329731225967407,0.7262803912162781,0.8767619132995605,0.7871018052101135,0.3307828903198242,0.6653772592544556
0.8687087893486023,0.8351825475692749,0.3330113887786865,0.7242867946624756,0.8804365992546082,0.7920002937316895,0.3166992962360382,0.6705710887908936
0.8696135878562927,0.837246835231781,0.32861626148223877,0.7276515960693359,0.8766320943832397,0.7831627726554871,0.3246273398399353,0.6617536544799805
0.8727293014526367,0.8401886224746704,0.32585015892982483,0.7316682934761047,0.88205486536026,0.796649158000946,0.3065526485443115,0.677234947681427
0.8730924129486084,0.8418970108032227,0.3217962384223938,0.7338418960571289,0.8753606677055359,0.7871683239936829,0.34058037400245667,0.6646926999092102
0.8752095699310303,0.845221757888794,0.31774553656578064,0.7384831309318542,0.8776046633720398,0.7802783846855164,0.32862550020217896,0.6582388877868652
0.873870849609375,0.8440277576446533,0.3195655047893524,0.7367909550666809,0.8788667917251587,0.7952529788017273,0.32114484906196594,0.6723572611808777
0.8742167949676514,0.8439435958862305,0.318063348531723,0.7368940711021423,0.8731293678283691,0.7675831317901611,0.3314688205718994,0.6448745727539062
0.8765038251876831,0.8466029763221741,0.3153612017631531,0.7405624389648438,0.8772808313369751,0.7856886982917786,0.33421748876571655,0.6635146737098694
0.8764629364013672,0.8468737006187439,0.315181702375412,0.7414218783378601,0.8823320269584656,0.8011963963508606,0.31191474199295044,0.6818987727165222
0.8782963156700134,0.8489106297492981,0.3122858703136444,0.7436977028846741,0.8799335360527039,0.7981058955192566,0.3265048861503601,0.678154706954956
0.8806769847869873,0.8515241146087646,0.3052177429199219,0.7477955222129822,0.8823031783103943,0.8012991547584534,0.3170388340950012,0.6820008158683777
0.8799425363540649,0.8511664867401123,0.3061157763004303,0.7477981448173523,0.8809199929237366,0.7918017506599426,0.32667985558509827,0.6721405982971191
0.8815003633499146,0.853622555732727,0.30144545435905457,0.7508571743965149,0.8824188113212585,0.7955641150474548,0.32654574513435364,0.6764227747917175
0.8836868405342102,0.8561404943466187,0.2968534827232361,0.754429817199707,0.8803724050521851,0.7945563197135925,0.34030359983444214,0.6748089790344238
0.8815693855285645,0.85368412733078,0.3035341203212738,0.7506444454193115,0.8856703042984009,0.8059931397438049,0.31796732544898987,0.6879527568817139
0.883934497833252,0.8568786382675171,0.29732415080070496,0.7553146481513977,0.8834103941917419,0.7972797751426697,0.3171561658382416,0.6776819229125977
0.8827804327011108,0.8549597263336182,0.29888010025024414,0.7524349689483643,0.8849309682846069,0.8068032264709473,0.30823814868927,0.6893542408943176
0.8838411569595337,0.8571637868881226,0.29419705271720886,0.75569087266922,0.8862268328666687,0.8069128394126892,0.30867865681648254,0.6898835301399231
0.8867977857589722,0.8611916303634644,0.29157835245132446,0.7615814805030823,0.8837903141975403,0.7974192500114441,0.3192545473575592,0.6788487434387207
0.8871013522148132,0.8622995615005493,0.2896712124347687,0.7628161311149597,0.8860740065574646,0.8060452938079834,0.31607377529144287,0.6883726119995117
0.8869069218635559,0.8610783815383911,0.28901973366737366,0.7616540789604187,0.8841544985771179,0.8007535338401794,0.3195352554321289,0.6815546154975891
0.889096736907959,0.8633958101272583,0.2839154005050659,0.7651799321174622,0.8835286498069763,0.7970547080039978,0.31698042154312134,0.6778371930122375
0.8907342553138733,0.8668480515480042,0.2802084684371948,0.7699627876281738,0.8894228935241699,0.8131224513053894,0.29522237181663513,0.6980447769165039
0.8910049200057983,0.8666564226150513,0.27930670976638794,0.7700240015983582,0.8841400742530823,0.7958201766014099,0.3234630823135376,0.6771628856658936
0.8888881802558899,0.8640377521514893,0.285525381565094,0.7661151885986328,0.8889302015304565,0.8111913800239563,0.2998594045639038,0.6933884620666504
0.8915114998817444,0.8672959804534912,0.2782617211341858,0.7711275219917297,0.8846357464790344,0.8084583878517151,0.3155554234981537,0.6909310221672058
0.892500638961792,0.8695043921470642,0.2749415636062622,0.7741089463233948,0.8833258152008057,0.7965224385261536,0.3147789537906647,0.6756734251976013
