loss,accuracy,mean_io_u_wrapper,dice_coefficient,val_loss,val_accuracy,val_mean_io_u_wrapper,val_dice_coefficient
0.7055087685585022,0.7024140357971191,0.2561355233192444,0.29932326078414917,0.6988157033920288,0.724830150604248,0.28150561451911926,0.3517727851867676
0.5849456191062927,0.7599765062332153,0.3802522122859955,0.46605604887008667,0.5650615096092224,0.7701312899589539,0.3662141263484955,0.4537848234176636
0.5303124189376831,0.7822557091712952,0.41012391448020935,0.4952276051044464,0.4905190169811249,0.7987723350524902,0.4167827069759369,0.5010929107666016
0.47742319107055664,0.8001508712768555,0.4432498514652252,0.5273159742355347,0.5163303017616272,0.8016399145126343,0.43366673588752747,0.5374806523323059
0.4538387656211853,0.8104110956192017,0.4782508909702301,0.5760446190834045,0.4632820785045624,0.8092490434646606,0.4921661615371704,0.6219240427017212
0.4188607633113861,0.8275644183158875,0.5347020030021667,0.6528974175453186,0.40988677740097046,0.8347724676132202,0.5504445433616638,0.6822118163108826
0.38530999422073364,0.8430100083351135,0.5769622325897217,0.7022924423217773,0.382739782333374,0.8493446111679077,0.5823835730552673,0.7104954719543457
0.3587193191051483,0.8548855781555176,0.607105016708374,0.7302060723304749,0.3785603642463684,0.85035640001297,0.5963020324707031,0.7255862355232239
0.32477790117263794,0.8701712489128113,0.643790066242218,0.7623968720436096,0.3719915449619293,0.8583704233169556,0.6105939149856567,0.7389915585517883
0.28767797350883484,0.885755181312561,0.6869688630104065,0.7996287941932678,0.4144933223724365,0.8509884476661682,0.6012093424797058,0.7300611138343811
0.2527129352092743,0.9002785086631775,0.7273632884025574,0.8321477174758911,0.45223361253738403,0.855705738067627,0.5872837901115417,0.7130732536315918
0.22807466983795166,0.9100514054298401,0.7536699175834656,0.8518961668014526,0.36897286772727966,0.864423394203186,0.6447570323944092,0.7679658532142639
0.20365165174007416,0.9200055599212646,0.7815760970115662,0.8720560669898987,0.4222637712955475,0.8623993992805481,0.6282727122306824,0.7532262206077576
0.18942095339298248,0.9251729846000671,0.7956662178039551,0.8819906711578369,0.38122060894966125,0.860572338104248,0.6311178207397461,0.7573356628417969
0.17675915360450745,0.9301735758781433,0.8123125433921814,0.8924487233161926,0.43071335554122925,0.8456683158874512,0.6179949641227722,0.7462083697319031
0.16123206913471222,0.9365177154541016,0.8312864303588867,0.904774010181427,0.4192729890346527,0.8607763051986694,0.6391540765762329,0.7632627487182617
0.1383434534072876,0.9455562233924866,0.8557894229888916,0.9194666147232056,0.43412989377975464,0.8608959317207336,0.6338459253311157,0.7598311305046082
0.13055133819580078,0.9482332468032837,0.8627353310585022,0.9243276119232178,0.46715566515922546,0.8573442697525024,0.6173543334007263,0.7452341914176941
0.1302802562713623,0.9485924243927002,0.8628899455070496,0.9248211979866028,0.5871522426605225,0.8390148282051086,0.5708448886871338,0.7057408690452576
0.12754927575588226,0.94968581199646,0.8663778305053711,0.9258618950843811,0.45209065079689026,0.8638932704925537,0.6442306637763977,0.7681792378425598
0.12121979892253876,0.9522885084152222,0.8729204535484314,0.9299013614654541,0.4844945967197418,0.8688836097717285,0.6432705521583557,0.7664369940757751
0.1085343137383461,0.9567746520042419,0.8853313326835632,0.9371582269668579,0.5011977553367615,0.8643035292625427,0.6349606513977051,0.760683000087738
0.09729994088411331,0.9607394933700562,0.8988834023475647,0.9454728364944458,0.5245561003684998,0.8659771084785461,0.6462315917015076,0.7701907157897949
0.08923084288835526,0.9640241861343384,0.9077007174491882,0.950618326663971,0.6353441476821899,0.8635330200195312,0.6365424990653992,0.7626791000366211
0.08628791570663452,0.9650106430053711,0.9108326435089111,0.9521176815032959,0.6571219563484192,0.8650403022766113,0.6336138844490051,0.7596340775489807
0.07230333238840103,0.9702320694923401,0.9242687225341797,0.9597673416137695,0.687261164188385,0.8645336031913757,0.6290857195854187,0.754223644733429
0.06703181564807892,0.9723478555679321,0.9296175837516785,0.9628146886825562,0.7284201979637146,0.8656183481216431,0.6258321404457092,0.7515919804573059
0.06307341903448105,0.9739019870758057,0.9335828423500061,0.9649019241333008,0.7646870017051697,0.8580273985862732,0.6198130249977112,0.7461197972297668
0.06240806356072426,0.9742861390113831,0.9337084293365479,0.9651733040809631,0.919918417930603,0.8376011848449707,0.5881686806678772,0.7171015739440918
0.06080302968621254,0.9750340580940247,0.9356606006622314,0.9662379622459412,0.7567477822303772,0.8490927219390869,0.6051610112190247,0.7332585453987122
0.05966293439269066,0.9754171967506409,0.9366766810417175,0.9666519165039062,0.8026571869850159,0.8609285950660706,0.6152837872505188,0.7449567914009094
0.061829160898923874,0.9747651219367981,0.9352564811706543,0.9659656882286072,0.8000009059906006,0.8603709936141968,0.6193427443504333,0.7489290237426758
