loss,accuracy,mean_io_u_wrapper,dice_coefficient,val_loss,val_accuracy,val_mean_io_u_wrapper,val_dice_coefficient
0.29512321949005127,0.8888462781906128,0.7383601665496826,0.8260021209716797,0.18470773100852966,0.9219964146614075,0.8127762675285339,0.893531858921051
0.1789206713438034,0.9230614304542542,0.815440833568573,0.8959454894065857,0.17353324592113495,0.9251206517219543,0.8106217384338379,0.892636775970459
0.1661836951971054,0.9282160997390747,0.8272282481193542,0.9030364155769348,0.16146036982536316,0.9300837516784668,0.829026997089386,0.9038839936256409
0.1529800295829773,0.9336299896240234,0.8395061492919922,0.9110158681869507,0.16333742439746857,0.9298827052116394,0.8345103859901428,0.9069583415985107
0.14655347168445587,0.9364004135131836,0.845977246761322,0.9145959615707397,0.16075922548770905,0.9318317174911499,0.8378818035125732,0.9090378284454346
0.13568700850009918,0.9410365223884583,0.856334924697876,0.9208863973617554,0.1583833396434784,0.9341509342193604,0.8409767150878906,0.9106645584106445
0.12948143482208252,0.9436062574386597,0.8625021576881409,0.9245783090591431,0.15526528656482697,0.9354241490364075,0.8424587249755859,0.9115636944770813
0.12327764928340912,0.9464011192321777,0.8687493205070496,0.9281712174415588,0.16118177771568298,0.934877336025238,0.8392765522003174,0.9098451137542725
0.11890803277492523,0.9483417868614197,0.8734976649284363,0.9310831427574158,0.17064951360225677,0.9327044486999512,0.832781970500946,0.9055117964744568
0.11816819757223129,0.9485792517662048,0.8737967610359192,0.9311515092849731,0.17439758777618408,0.9291754961013794,0.8214781880378723,0.8987852931022644
0.12090425193309784,0.9473567605018616,0.8710815906524658,0.9297599792480469,0.16296780109405518,0.933010995388031,0.8336880803108215,0.9063315391540527
0.11298196762800217,0.950917661190033,0.8791697025299072,0.9343188405036926,0.17221218347549438,0.9309377074241638,0.8273568749427795,0.9022862315177917
0.11230181157588959,0.9513828158378601,0.8797279000282288,0.9345052242279053,0.1838071048259735,0.9244408011436462,0.8126927018165588,0.893812358379364
0.12368443608283997,0.9466708898544312,0.8683426380157471,0.928202748298645,0.1731998473405838,0.9262945652008057,0.8254361748695374,0.9015800952911377
0.11218228191137314,0.9512897729873657,0.8803689479827881,0.935028612613678,0.16554038226604462,0.9327841997146606,0.8349983096122742,0.9072330594062805
0.10409868508577347,0.9548658132553101,0.8885828852653503,0.940050482749939,0.1662793904542923,0.9319879412651062,0.8344466090202332,0.9071283340454102
0.10240309685468674,0.9556772708892822,0.8906343579292297,0.9411020278930664,0.17781734466552734,0.928594172000885,0.8237200379371643,0.9003005027770996
0.10500498861074448,0.9543682336807251,0.8873631358146667,0.9389011859893799,0.17267833650112152,0.9321266412734985,0.8338012099266052,0.90644770860672
0.10179390013217926,0.9558199644088745,0.8907896876335144,0.9410598278045654,0.17661741375923157,0.9326128959655762,0.8346959948539734,0.9069449305534363
0.10402911901473999,0.9547666907310486,0.8883879780769348,0.9397023916244507,0.18489445745944977,0.9295817017555237,0.8309152722358704,0.9044010043144226
0.10506311804056168,0.9543564915657043,0.8872842192649841,0.9389120936393738,0.20923657715320587,0.9232177138328552,0.823842465877533,0.9002477526664734
0.10515914112329483,0.9543622732162476,0.8874373435974121,0.9387531876564026,0.17983680963516235,0.9292622208595276,0.8327119946479797,0.9056968092918396
0.10410543531179428,0.954767644405365,0.8883487582206726,0.9395946264266968,0.175466850399971,0.9332820773124695,0.8344717621803284,0.906494677066803
0.10119494050741196,0.9560877084732056,0.8913753628730774,0.9413401484489441,0.1753542572259903,0.9310629367828369,0.8264531493186951,0.9022470116615295
0.09823284298181534,0.9573301076889038,0.8942349553108215,0.9430481195449829,0.1816324144601822,0.929704487323761,0.8253204226493835,0.9013023972511292
0.09361820667982101,0.959265947341919,0.8990060687065125,0.9457300901412964,0.18274493515491486,0.9308972358703613,0.8285548090934753,0.903461217880249
0.09357405453920364,0.9593266248703003,0.8992840647697449,0.9460181593894958,0.17747554183006287,0.9324974417686462,0.8335201144218445,0.9065539836883545
