loss,accuracy,val_loss,val_accuracy
0.033474382013082504,0.5441905856132507,0.01548862736672163,0.5773309469223022
0.012587318196892738,0.565621554851532,0.010009351186454296,0.5500316619873047
0.009160027839243412,0.6309894323348999,0.008125732652842999,0.6391416192054749
0.007878020405769348,0.6578167080879211,0.0074551524594426155,0.6350622773170471
0.007455224636942148,0.6616556644439697,0.006808367092162371,0.7171189785003662
0.006966488901525736,0.7124896049499512,0.006414106581360102,0.7376497387886047
0.006326984614133835,0.7435532212257385,0.005952875129878521,0.742382287979126
0.006051485892385244,0.7567957043647766,0.005701457150280476,0.7616588473320007
0.005920993629842997,0.7629088163375854,0.005526265595108271,0.7675151824951172
0.0055565787479281425,0.7767860889434814,0.005571108777076006,0.7985721826553345
0.005284424405544996,0.7855997085571289,0.00571082578971982,0.7642571926116943
0.005327946972101927,0.7752211689949036,0.005131634417921305,0.7966676950454712
0.0051293023861944675,0.7943307757377625,0.005345231853425503,0.7789744734764099
0.004926605150103569,0.798121452331543,0.004740099422633648,0.8058422207832336
0.004833368118852377,0.7993152141571045,0.005026437342166901,0.7603081464767456
0.004901447333395481,0.7904402613639832,0.004797186702489853,0.7941854596138
0.0049144248478114605,0.7840700745582581,0.004963711369782686,0.701200544834137
0.0046525499783456326,0.7942746877670288,0.004684030544012785,0.8022770881652832
0.004521394148468971,0.8039667010307312,0.004545168485492468,0.8139824271202087
0.004612012300640345,0.7990426421165466,0.004348326474428177,0.8093195557594299
0.004433055873960257,0.8056105375289917,0.004476169589906931,0.8070144057273865
0.004479661118239164,0.8006089329719543,0.0044321343302726746,0.7667695879936218
0.004338206257671118,0.804850697517395,0.0045655108988285065,0.8081110119819641
0.004924869164824486,0.7685889005661011,0.004392568953335285,0.7983875870704651
0.004191164392977953,0.8126657009124756,0.004521487280726433,0.8169252276420593
0.0041865091770887375,0.8120466470718384,0.004112199414521456,0.8222919702529907
0.00435247179120779,0.798872709274292,0.004325029440224171,0.8146631121635437
0.004155452828854322,0.8063852787017822,0.004125854466110468,0.8232347369194031
0.004054307471960783,0.8131601810455322,0.0042387074790894985,0.8222785592079163
0.004032768774777651,0.8166388869285583,0.005073449108749628,0.777195394039154
0.00414092093706131,0.7974149584770203,0.004122620914131403,0.8109669089317322
0.004493179731070995,0.7901811599731445,0.003995021339505911,0.8231798410415649
0.003893359564244747,0.818368136882782,0.0039050676859915257,0.8246064186096191
0.00394833367317915,0.8113172054290771,0.003909871447831392,0.8067401647567749
0.003941614646464586,0.811690628528595,0.00431180140003562,0.7692108154296875
0.0038756520953029394,0.814190685749054,0.003881507320329547,0.811082661151886
0.003958049695938826,0.8081866502761841,0.003985892981290817,0.7903006076812744
0.004065127577632666,0.8015722632408142,0.004013638012111187,0.7927549481391907
0.003782134735956788,0.8182001709938049,0.00410174997523427,0.8283803462982178
0.0037729693576693535,0.8148803114891052,0.0038144905120134354,0.8249812126159668
0.0037132396828383207,0.8209366202354431,0.003792951349169016,0.823222279548645
0.0037482446059584618,0.8165704607963562,0.004010801203548908,0.8138740658760071
0.003834822913631797,0.8090044856071472,0.003815035568550229,0.8117952942848206
0.0037122233770787716,0.8155084848403931,0.003785903798416257,0.824893593788147
0.003930118400603533,0.8026793599128723,0.003944221884012222,0.8147254586219788
0.0036124128382653,0.8220396637916565,0.003684692783281207,0.8284741044044495
0.003703339956700802,0.8171359300613403,0.003911029547452927,0.8007381558418274
0.0036183742340654135,0.8175051808357239,0.0037562076468020678,0.8155430555343628
0.0036361939273774624,0.8144976496696472,0.0036645433865487576,0.8311218023300171
0.003597963834181428,0.8182981014251709,0.0041747610084712505,0.8169434666633606
0.003672404680401087,0.8112879991531372,0.003641564631834626,0.8313530683517456
0.003538677701726556,0.8219854831695557,0.0037107791285961866,0.8138641715049744
0.00360470125451684,0.8150014877319336,0.003772514406591654,0.7819141149520874
0.0037627462297677994,0.8079357147216797,0.0036368786823004484,0.82928067445755
0.0034819284919649363,0.8242197632789612,0.003623510943725705,0.8292976021766663
0.0034861676394939423,0.8212943077087402,0.003681245958432555,0.8209472298622131
0.003666616277769208,0.812098503112793,0.0036125066690146923,0.8136070966720581
0.0034643583931028843,0.8205403685569763,0.003647947683930397,0.805055558681488
0.0033836537040770054,0.8302649855613708,0.00365271233022213,0.8206786513328552
0.0035249318461865187,0.8178735375404358,0.0036988207139074802,0.7958477139472961
0.003371654311195016,0.8248813152313232,0.00397555623203516,0.7931707501411438
0.003615832654759288,0.8084954023361206,0.003553323447704315,0.8259204626083374
0.00332525628618896,0.8303396105766296,0.0034956212621182203,0.8247154355049133
0.0034099894110113382,0.8196626305580139,0.0036915650125592947,0.821917712688446
0.003373217536136508,0.8261215090751648,0.0035620201379060745,0.8131161332130432
0.003404913702979684,0.8243685364723206,0.003646108554676175,0.8249917030334473
0.003487328067421913,0.8146958947181702,0.003618184942752123,0.8272503018379211
0.003330125706270337,0.829719066619873,0.004190316889435053,0.8069282174110413
0.0034176099579781294,0.8179548382759094,0.004049778915941715,0.794187605381012
0.003537667915225029,0.8052379488945007,0.0035492933820933104,0.8096019625663757
0.003312536980956793,0.8277086615562439,0.00347111071459949,0.8377680778503418
0.003293310757726431,0.828310489654541,0.0036484957672655582,0.8149034380912781
0.0032734510023146868,0.8295310139656067,0.0034381134901195765,0.8317182660102844
0.003410096513107419,0.8155291080474854,0.00352359376847744,0.8127187490463257
0.0033075965475291014,0.8242508172988892,0.003473564749583602,0.8228369355201721
0.003286852268502116,0.827059268951416,0.003435367252677679,0.8324382901191711
0.0031997114419937134,0.8307504653930664,0.0034785205498337746,0.8218227028846741
0.003339623101055622,0.8210586309432983,0.0034438034053891897,0.8237253427505493
0.0033208723179996014,0.8249479532241821,0.0034704664722085,0.8335683941841125
0.00323565024882555,0.8261334896087646,0.003490183735266328,0.8187575340270996
0.0032105569262057543,0.8277819156646729,0.0034111198037862778,0.8190661072731018
0.0032487278804183006,0.8243963122367859,0.0035315409768372774,0.7875269055366516
0.0033817365765571594,0.8133511543273926,0.0034420539159327745,0.8277392387390137
0.003164197551086545,0.8311396241188049,0.003518736455589533,0.8317937254905701
0.003186045913025737,0.8294230103492737,0.003594886977225542,0.8253790736198425
0.0032660868018865585,0.8220331072807312,0.003423957619816065,0.8313736915588379
0.0031745564192533493,0.8321912288665771,0.003607382532209158,0.7819814085960388
0.0031631116289645433,0.8285043835639954,0.003406152129173279,0.8345642685890198
0.003134333761408925,0.8306542634963989,0.0035298343282192945,0.8088750243186951
0.003369036130607128,0.8146737217903137,0.0034017011057585478,0.8321249485015869
0.0032144333235919476,0.8263865113258362,0.003398173488676548,0.8185685873031616
0.003080442314967513,0.8356655836105347,0.0033289010170847178,0.8345917463302612
0.0032373135909438133,0.813580334186554,0.003607124323025346,0.8231984972953796
0.003105966141447425,0.8324301242828369,0.003387643024325371,0.8187680244445801
0.0031049202661961317,0.8334564566612244,0.0034584568347781897,0.8302580714225769
0.0031168663408607244,0.8288217186927795,0.0034264163114130497,0.8343647122383118
0.0031029945239424706,0.832873523235321,0.0033605254720896482,0.8310328125953674
0.0030936950352042913,0.8299500346183777,0.003534819697961211,0.8265656232833862
0.0032641689758747816,0.8084887266159058,0.003444076981395483,0.8216351866722107
0.0031130427960306406,0.8318264484405518,0.003456626320257783,0.8235766291618347
