loss,accuracy,mean_io_u_wrapper,dice_coefficient,val_loss,val_accuracy,val_mean_io_u_wrapper,val_dice_coefficient
0.3996736705303192,0.8379872441291809,0.6663188934326172,0.792798638343811,0.4052773714065552,0.837820291519165,0.577185332775116,0.7089712619781494
0.3915339410305023,0.8416627645492554,0.6723353862762451,0.7973462343215942,0.3972766697406769,0.8398875594139099,0.5857638120651245,0.7174341082572937
0.383158415555954,0.8454809784889221,0.6796780228614807,0.8024219870567322,0.4041658341884613,0.8421078324317932,0.5886029601097107,0.7208196520805359
0.3702464699745178,0.8510323762893677,0.6901164650917053,0.8103899359703064,0.38347023725509644,0.8501101732254028,0.6076105833053589,0.7373120188713074
0.3652055561542511,0.8536806702613831,0.6957266926765442,0.8145992755889893,0.375166654586792,0.851165771484375,0.6142205595970154,0.7418217062950134
0.35315871238708496,0.8585867881774902,0.705033004283905,0.8217208385467529,0.389614075422287,0.8470734357833862,0.5967984795570374,0.7252485156059265
0.3468210995197296,0.8609985709190369,0.7100905776023865,0.8252127170562744,0.366517037153244,0.8564086556434631,0.6216915845870972,0.7488350868225098
0.3363417387008667,0.8653925657272339,0.7186583876609802,0.8314822316169739,0.38519805669784546,0.8496649265289307,0.6047336459159851,0.7342028021812439
0.33051174879074097,0.8681591153144836,0.7234957814216614,0.834866464138031,0.3921336233615875,0.8507892489433289,0.6103649139404297,0.7387537360191345
0.3255148231983185,0.8707696795463562,0.729029655456543,0.8386486768722534,0.3723459541797638,0.8571334481239319,0.6211572289466858,0.7471463084220886
0.3256106674671173,0.8709455132484436,0.7296374440193176,0.8393360376358032,0.38242849707603455,0.8527870178222656,0.6115751266479492,0.739520788192749
0.3133699595928192,0.8757274150848389,0.7388200759887695,0.8456119894981384,0.3848620653152466,0.8483956456184387,0.6039053797721863,0.7329349517822266
0.31063520908355713,0.8772262930870056,0.7418120503425598,0.8479178547859192,0.40085524320602417,0.850379467010498,0.6085854172706604,0.737178385257721
0.30887365341186523,0.8772353529930115,0.7421965599060059,0.8479334115982056,0.39606255292892456,0.8476567268371582,0.6023359894752502,0.7316886782646179
0.3036962151527405,0.8795595169067383,0.7457738518714905,0.8504610061645508,0.3944830298423767,0.8496598601341248,0.6061215400695801,0.7362838387489319
0.2958376705646515,0.8827744126319885,0.7523216605186462,0.854631781578064,0.4068756103515625,0.8542457222938538,0.6134842038154602,0.7430558800697327
0.29322123527526855,0.8838313817977905,0.7543225288391113,0.8561239838600159,0.4062004089355469,0.8538230657577515,0.6137016415596008,0.7431535124778748
0.28539544343948364,0.8870022296905518,0.7615291476249695,0.8609189391136169,0.38858622312545776,0.8603627681732178,0.6289072632789612,0.7555986046791077
0.28288543224334717,0.8878999352455139,0.7628628611564636,0.862045407295227,0.3938855230808258,0.8584314584732056,0.6321589946746826,0.7586031556129456
0.2787109315395355,0.8903542757034302,0.7668705582618713,0.8647669553756714,0.40724891424179077,0.8593881130218506,0.6263785362243652,0.7527713775634766
0.2744215130805969,0.8920468091964722,0.7709007263183594,0.8673679828643799,0.38391178846359253,0.8621307611465454,0.639800488948822,0.7646088004112244
0.26881492137908936,0.8942406177520752,0.7759677767753601,0.8708786368370056,0.40389546751976013,0.8618631958961487,0.6314803957939148,0.7591424584388733
0.27093881368637085,0.8938587307929993,0.7747242450714111,0.8697704672813416,0.3831022083759308,0.8602622747421265,0.6312961578369141,0.7578811645507812
0.2610810697078705,0.8970448970794678,0.7813785672187805,0.874312698841095,0.38910582661628723,0.8616144061088562,0.6385161876678467,0.7636372447013855
0.25617167353630066,0.8993126153945923,0.7867312431335449,0.8779754042625427,0.40374064445495605,0.8616858720779419,0.6376970410346985,0.7625589966773987
0.25504088401794434,0.8997567296028137,0.7874154448509216,0.8782926797866821,0.4127527177333832,0.8607798218727112,0.6377391219139099,0.7627913951873779
0.2471909523010254,0.9032991528511047,0.7947806715965271,0.883037805557251,0.39954227209091187,0.8597674369812012,0.6385021805763245,0.7626435160636902
