loss,accuracy,mean_io_u_wrapper,dice_coefficient,val_loss,val_accuracy,val_mean_io_u_wrapper,val_dice_coefficient
0.2721821367740631,0.8886192440986633,0.7420856356620789,0.8373922109603882,0.18840859830379486,0.918372631072998,0.7904953956604004,0.8792857527732849
0.17649319767951965,0.9244011044502258,0.8184940814971924,0.8976423740386963,0.1851685345172882,0.9188454747200012,0.7861931920051575,0.8770685195922852
0.16029316186904907,0.9311198592185974,0.8340875506401062,0.9073910117149353,0.15749074518680573,0.9319737553596497,0.8350121378898621,0.9070262312889099
0.1484377533197403,0.935766339302063,0.8447942733764648,0.9139561057090759,0.1602156013250351,0.931901752948761,0.8296990990638733,0.9041662216186523
0.14183016121387482,0.9386363625526428,0.8514029383659363,0.91795814037323,0.17107069492340088,0.9280654191970825,0.8171005249023438,0.8966463208198547
0.13548216223716736,0.9413195848464966,0.8574731349945068,0.9213451743125916,0.16708402335643768,0.9289523959159851,0.8339807391166687,0.9066652655601501
0.13354068994522095,0.9420321583747864,0.8592278957366943,0.9226935505867004,0.15710410475730896,0.9334799647331238,0.8380991816520691,0.9093748927116394
0.132277250289917,0.9426818490028381,0.8602364659309387,0.9233794808387756,0.15495765209197998,0.9342287182807922,0.8379653096199036,0.9092630743980408
0.1314237266778946,0.9431127905845642,0.8606985211372375,0.9234690070152283,0.16294065117835999,0.9335556030273438,0.8388859629631042,0.9098491072654724
0.12559767067432404,0.9453991651535034,0.8665656447410583,0.9271398782730103,0.17580054700374603,0.9276546835899353,0.8307560086250305,0.9047262668609619
0.12108993530273438,0.9472628831863403,0.8707589507102966,0.9295629858970642,0.17114698886871338,0.9313861131668091,0.8374093174934387,0.9088401794433594
0.1149010881781578,0.9498878717422485,0.8772446513175964,0.9331451058387756,0.1859242171049118,0.9278859496116638,0.8320167064666748,0.905623197555542
0.11165933310985565,0.9514377117156982,0.880845308303833,0.935237467288971,0.18257470428943634,0.9288623929023743,0.8302536606788635,0.9043173789978027
0.11980442702770233,0.9480529427528381,0.8722715377807617,0.9303699135780334,0.16661450266838074,0.9323119521141052,0.8359021544456482,0.9079867005348206
0.11395212262868881,0.9504386186599731,0.8780032992362976,0.933614194393158,0.18052348494529724,0.931751012802124,0.832266628742218,0.9059044718742371
0.11541113257408142,0.9498500227928162,0.8765442967414856,0.9326235055923462,0.1727965772151947,0.9343600273132324,0.840549647808075,0.9107797741889954
0.11318091303110123,0.9507138133049011,0.8786994814872742,0.9341875910758972,0.17190340161323547,0.9340696930885315,0.837176501750946,0.9088429808616638
0.10996054857969284,0.9521933197975159,0.8820399641990662,0.9360818266868591,0.17724551260471344,0.9323954582214355,0.8308876156806946,0.9051898121833801
0.10584493726491928,0.9540412425994873,0.8866798281669617,0.9388145208358765,0.1741965115070343,0.9331859350204468,0.8337610363960266,0.9064784049987793
0.10368838161230087,0.9550778269767761,0.8889209628105164,0.9397677183151245,0.169709712266922,0.9325828552246094,0.8329381346702576,0.9059168696403503
0.09951112419366837,0.9567304849624634,0.8930128216743469,0.9424775242805481,0.17137670516967773,0.9335834383964539,0.83599853515625,0.9077158570289612
0.10120978206396103,0.956052303314209,0.8915243744850159,0.9414567351341248,0.169645294547081,0.9319995641708374,0.8307140469551086,0.9047529101371765
0.10467086732387543,0.9545322060585022,0.8883116841316223,0.9397252798080444,0.18277284502983093,0.9292547106742859,0.823197603225708,0.8998963236808777
0.10509304702281952,0.9543954730033875,0.8871962428092957,0.9390366673469543,0.1874692589044571,0.9258321523666382,0.8272650837898254,0.9023041725158691
0.10379119217395782,0.9548825025558472,0.8888705372810364,0.9398199319839478,0.20574817061424255,0.9232202768325806,0.8220613598823547,0.8991677165031433
0.09853194653987885,0.9571324586868286,0.8941367268562317,0.9430280923843384,0.19867442548274994,0.9276138544082642,0.8298643231391907,0.904069721698761
0.09354671835899353,0.9593853950500488,0.8996507525444031,0.9462085962295532,0.23564063012599945,0.9212372899055481,0.8184041976928711,0.8969385027885437
0.09856750071048737,0.9571580290794373,0.8940472602844238,0.9430277347564697,0.20725874602794647,0.9251329302787781,0.8239355683326721,0.9005942940711975
