accuracy,dice_coefficient,loss,mean_iou,val_accuracy,val_dice_coefficient,val_loss,val_mean_iou
0.6424556374549866,0.3968507647514343,0.9745442867279053,0.25379160046577454,0.6985722184181213,0.27969443798065186,0.8139186501502991,0.23585547506809235
0.6801288723945618,0.47457796335220337,0.7684666514396667,0.26616889238357544,0.7015444040298462,0.27916011214256287,0.7435479164123535,0.23577409982681274
0.6773825883865356,0.4764919877052307,0.7670480012893677,0.2726791799068451,0.7021064758300781,0.2788057029247284,0.7747876644134521,0.23562024533748627
0.6844474077224731,0.48461106419563293,0.7370973825454712,0.2785147428512573,0.7011373043060303,0.278693288564682,0.7375920414924622,0.235432431101799
0.6864766478538513,0.49100011587142944,0.7165411710739136,0.289727121591568,0.701508641242981,0.2787163555622101,0.7321856021881104,0.23546241223812103
0.6879808306694031,0.5049260854721069,0.703923761844635,0.2999906837940216,0.7027586102485657,0.28050875663757324,0.7120072841644287,0.23655961453914642
0.6882334351539612,0.5182764530181885,0.7010328769683838,0.309890478849411,0.7095136046409607,0.3251780569553375,0.6946157217025757,0.2626938223838806
0.7000340223312378,0.5888931751251221,0.6849373579025269,0.3302723467350006,0.7277666330337524,0.41687822341918945,0.6641288995742798,0.3285161852836609
0.713402509689331,0.625486433506012,0.6666575074195862,0.3386818468570709,0.7137402296066284,0.3466810882091522,0.7943905591964722,0.27686214447021484
0.7202785611152649,0.6375470757484436,0.6536126732826233,0.34058117866516113,0.7243544459342957,0.3930712938308716,0.6623045802116394,0.30969855189323425
0.7289652824401855,0.652070164680481,0.637075662612915,0.33574071526527405,0.7339585423469543,0.41697338223457336,0.6402161717414856,0.3291434347629547
0.7319062948226929,0.6565783023834229,0.6255007982254028,0.33543860912323,0.7253966927528381,0.38398221135139465,0.6725416779518127,0.30308687686920166
0.7357052564620972,0.6632235050201416,0.6171676516532898,0.3340787887573242,0.7260650992393494,0.37887632846832275,0.6492299437522888,0.29954636096954346
